AIRLINE,ORIGIN AIRPORT,DESTINATION AIRPORT,DEPARTURE_DELAY,ARRIVAL_DELAY,CANCELlATION
WN,LAX,LAS,10,3,0
WN,MDW,MCO,26,9,0
WN,OAK,PHX,22,23,0
WN,LAS,LAX,69,50,0
WN,LAS,SAT,49,61,0
WN,PHX,MKE,7,21,0
WN,SJC,PDX,0,-15,0
WN,TPA,MDW,3,-6,0
AA,LAS,JFK,-4,4,0
AA,DFW,DEN,1,-5,0
AA,DFW,STL,-5,-12,0
AA,DFW,SJC,61,26,0
AA,DFW,FLL,-4,-12,0
AS,SEA,ANC,-6,-22,0
AS,SEA,OAK,2,4,0
AS,SEA,KOA,2,0,0
B6,BOS,DCA,216,284,0
B6,MCO,EWR,220,214,0
AA,DFW,TPA,41,34,0
EV,CID,DTW,36,20,0
EV,ATL,BMI,1,3,0
F9,SFO,PHX,-2,4,0
MQ,ACT,DFW,4,8,0
MQ,CMH,ORD,22,72,0
MQ,ORD,IND,47,50,0
MQ,GPT,DFW,-8,-18,0
NK,RSW,DTW,49,57,0
OO,GEG,SLC,1,-13,0
UA,MCO,EWR,51,34,0
HA,HNL,OGG,-1,-1,0
NK,DFW,RSW,88,80,0
NK,IAH,DEN,68,60,0
UA,DEN,ORD,9,-7,0
OO,SBA,SFO,-200,-200,1
OO,SNA,SLC,-9,-7,0
UA,TPA,EWR,-1,-7,0
UA,SAN,SFO,6,-10,0
AA,LGA,ORD,-1,22,0
DL,SEA,SLC,12,1,0
EV,GSO,EWR,0,-12,0
EV,AGS,ATL,10,8,0
OO,SFO,SLC,-7,-5,0
UA,LAX,MSY,-5,-7,0
DL,PDX,SLC,-2,-8,0
EV,AVL,ATL,3,-5,0
EV,LAN,DTW,5,-17,0
MQ,FSM,DFW,6,4,0
UA,LAX,EWR,7,-3,0
UA,EWR,MIA,19,48,0
US,TPA,CLT,-2,-10,0
US,DFW,CLT,-6,-14,0
US,DCA,PHX,36,68,0
US,MCO,CLT,3,-2,0
US,PIT,CLT,20,28,0
WN,BWI,SAT,175,200,0
WN,DAL,LAS,14,-20,0
WN,DAL,LAX,24,-6,0
WN,MAF,HOU,-6,-9,0
WN,MKE,LAX,99,82,0
WN,MSY,LAX,68,22,0
WN,OMA,DEN,15,4,0
WN,PHX,CMH,25,33,0
WN,BUR,LAS,12,4,0
WN,BWI,ALB,82,128,0
WN,PHX,MCI,27,33,0
WN,SMF,SNA,-3,-4,0
WN,TPA,GRR,1,10,0
AA,DFW,SFO,6,-33,0
AA,DFW,LAS,21,-1,0
AS,SEA,MSP,1,-24,0
AS,JNU,SIT,27,16,0
AS,PDX,ORD,-1,-34,0
B6,BOS,RSW,-7,19,0
B6,FLL,SJU,1,-1,0
AA,ORD,DCA,47,87,0
DL,ATL,BUF,31,22,0
DL,ATL,ORF,2,-14,0
DL,MSP,DTW,30,8,0
DL,ATL,LIT,18,4,0
DL,DTW,BWI,145,119,0
DL,ATL,MDW,54,45,0
DL,VPS,ATL,-5,-16,0
DL,ATL,HSV,-5,-9,0
DL,LAX,SLC,-3,-3,0
EV,EVV,DTW,-2,-18,0
EV,DTW,ERI,32,29,0
EV,ATL,CSG,37,32,0
EV,ATL,GSP,-3,-8,0
F9,MSP,DEN,10,3,0
F9,DEN,AUS,-3,4,0
MQ,HPN,ORD,-3,4,0
MQ,RDU,JFK,-5,14,0
OO,LAX,SAF,-11,-1,0
OO,LAX,SAN,-5,-2,0
B6,BOS,CHS,0,1,0
DL,ATL,CLE,-4,-9,0
DL,ATL,MCI,-1,-14,0
DL,ATL,HOU,-3,-19,0
EV,ATL,CHO,-4,-8,0
EV,LNK,ORD,58,61,0
MQ,HSV,DFW,3,-14,0
OO,MKE,ORD,12,-1,0
UA,IAH,ORD,-1,-2,0
B6,RSW,JFK,10,12,0
DL,DTW,DCA,167,150,0
EV,SGF,ATL,-4,-11,0
AA,MSY,DFW,-6,-18,0
B6,SFO,BOS,-1,-25,0
EV,BUF,EWR,23,32,0
EV,FSD,ORD,24,-1,0
EV,CLL,IAH,-7,-11,0
EV,ATL,MLU,173,161,0
EV,ATL,ABY,-4,-15,0
EV,MCI,DTW,91,92,0
MQ,GSO,LGA,-5,26,0
NK,FLL,SJU,10,-1,0
AA,EWR,PHX,4,56,0
B6,HPN,MCO,-6,9,0
B6,BOS,RDU,44,42,0
B6,CHS,JFK,-5,8,0
AA,PHX,DFW,1,1,0
DL,ATL,OKC,-2,-21,0
EV,DCA,CLE,-200,-200,1
MQ,CRP,DFW,-6,-13,0
OO,LAX,SBP,-5,-4,0
OO,SMF,LAX,-3,-7,0
UA,LAX,HNL,18,2,0
UA,IAH,EWR,-3,-11,0
US,EWR,CLT,-4,24,0
US,BWI,CLT,-5,25,0
US,DCA,BOS,-200,-200,1
VX,EWR,SFO,11,51,0
VX,JFK,SFO,31,58,0
WN,BWI,PWM,148,164,0
WN,CMH,MDW,73,72,0
WN,DEN,SDF,31,20,0
WN,HOU,ATL,-3,-16,0
WN,LIT,MDW,63,63,0
WN,MEM,MCO,-4,-11,0
WN,PHX,DEN,36,41,0
WN,ABQ,DEN,-3,-9,0
WN,ATL,CAK,-5,-12,0
WN,ATL,DTW,-1,-2,0
WN,ATL,LGA,1,34,0
WN,ATL,PBI,5,-15,0
WN,ATL,PHL,2,-16,0
WN,ATL,RSW,14,-7,0
WN,AUS,MCO,0,1,0
WN,BWI,BDL,-200,-200,1
WN,BWI,GRR,95,165,0
WN,BWI,ISP,61,132,0
WN,BWI,MDW,32,159,0
WN,LAS,MCI,0,0,0
WN,RSW,IND,58,62,0
WN,SEA,MKE,-3,-31,0
WN,SNA,SMF,-1,-11,0
WN,TPA,BWI,32,45,0
WN,TUL,MDW,-3,-4,0
AA,DFW,DTW,-2,-5,0
AA,DFW,JFK,4,3,0
AA,DEN,MIA,28,31,0
AA,LAX,JFK,232,258,0
AA,DFW,DCA,-200,-200,1
AA,JFK,SFO,-2,51,0
AA,FLL,ORD,-2,3,0
AA,DFW,ELP,71,70,0
AA,DFW,IAH,-4,-7,0
AA,LAX,SFO,5,-8,0
AA,LAX,DFW,-3,-3,0
AS,LAX,SEA,-4,-15,0
AS,SEA,PHX,0,-5,0
AS,SEA,IAH,-2,4,0
B6,JFK,BOS,32,60,0
B6,DCA,FLL,263,265,0
DL,JFK,BOS,0,19,0
DL,CLT,DTW,34,24,0
DL,LAX,MCO,-1,5,0
DL,EWR,ATL,-2,-1,0
DL,MCO,ATL,-3,-15,0
DL,ATL,TPA,-5,-15,0
DL,BOS,DTW,20,-1,0
EV,TUS,DEN,-9,-5,0
EV,EWR,CHS,124,146,0
EV,MOB,IAH,-8,-14,0
EV,CLE,IAH,-13,-22,0
EV,ATW,DTW,-5,-22,0
EV,ORD,DTW,27,22,0
MQ,ORD,GRB,15,0,0
MQ,BNA,LGA,180,181,0
MQ,ORD,BNA,21,20,0
MQ,DFW,PNS,0,1,0
OO,LAX,EUG,-6,-8,0
OO,ORD,MKE,50,84,0
OO,LAX,SJC,-2,-14,0
OO,MBS,DTW,48,44,0
UA,IAH,SJU,8,1,0
B6,FLL,BDL,-8,-16,0
EV,ATL,ABE,1,1,0
EV,ATL,DHN,-5,-9,0
UA,LAX,JFK,13,13,0
EV,SJT,DFW,-5,1,0
EV,PIA,ORD,58,52,0
HA,LIH,OGG,-4,0,0
OO,BOS,ORD,-4,8,0
OO,SAN,LAX,-5,-18,0
UA,LAS,LAX,-8,-23,0
DL,ATL,SDF,-2,-6,0
EV,ICT,ORD,38,43,0
EV,FAR,ORD,221,212,0
HA,ITO,HNL,-10,-8,0
AA,DEN,DFW,14,23,0
EV,CLE,ORD,-5,-14,0
EV,ATL,FAY,-5,-11,0
F9,SLC,DEN,-10,-14,0
MQ,DAY,ORD,-200,-200,1
OO,SLC,ABQ,-7,-8,0
OO,ACV,SFO,11,-1,0
US,JAX,CLT,-3,-5,0
VX,SFO,AUS,-4,0,0
WN,BWI,PVD,95,162,0
WN,BWI,ROC,130,177,0
WN,BWI,SAN,276,274,0
WN,CMH,TPA,36,27,0
WN,DAL,ICT,-2,-3,0
WN,DAL,MCI,-2,-7,0
WN,HOU,OKC,-1,-7,0
WN,LAS,SNA,-3,-9,0
WN,LGA,MKE,28,51,0
WN,MDW,SDF,4,16,0
WN,AMA,DAL,-1,-9,0
WN,ATL,RIC,1,-13,0
WN,ATL,SJU,1,0,0
WN,BUR,PHX,2,4,0
WN,BWI,MHT,45,135,0
WN,BWI,PIT,92,139,0
WN,LAS,RNO,-1,-10,0
WN,RDU,MCO,110,103,0
WN,SJC,LAS,-6,-11,0
WN,STL,DEN,-5,-21,0
AA,DFW,ONT,35,2,0
AA,ORD,LGA,11,47,0
AA,ORD,RSW,31,35,0
AS,ANC,SEA,3,-4,0
DL,LGA,PBI,19,18,0
DL,MSP,CLT,-3,-30,0
DL,ATL,MKE,-1,2,0
DL,ORD,DTW,8,-7,0
DL,MSP,DCA,118,99,0
EV,EWR,STL,-3,51,0
EV,TRI,ATL,-6,0,0
F9,PHX,ORD,130,130,0
F9,IAD,MCO,17,56,0
F9,DEN,IAH,-6,-8,0
F9,RSW,CLE,14,23,0
F9,FLL,CVG,25,15,0
MQ,ORD,XNA,27,63,0
OO,DTW,SBN,-200,-200,1
OO,SFO,FAT,7,9,0
UA,DEN,LAX,109,88,0
AA,CLT,DFW,-200,-200,1
B6,RSW,HPN,1,11,0
EV,ATL,EVV,0,1,0
OO,PDX,SFO,17,17,0
US,PHX,BOI,-4,-11,0
EV,MCI,ORD,5,18,0
EV,GSO,ATL,-1,-19,0
EV,DAY,ORD,7,11,0
OO,PSP,SFO,60,42,0
OO,LIT,ORD,22,18,0
AA,STL,DFW,-200,-200,1
EV,MLI,DFW,23,14,0
EV,CAK,ORD,4,18,0
EV,LEX,ORD,91,114,0
MQ,BUF,ORD,64,104,0
OO,SJC,LAX,-2,-5,0
OO,XNA,ORD,61,63,0
UA,ORD,SFO,19,-10,0
US,ORD,CLT,6,-11,0
EV,MEM,ORD,144,155,0
MQ,PNS,MIA,-5,-12,0
OO,EUG,SFO,70,67,0
UA,SFO,IAD,-3,-28,0
UA,RSW,CLE,-7,-6,0
UA,SFO,AUS,2,-1,0
UA,SFO,LAS,3,12,0
US,ATL,CLT,-13,-11,0
VX,LAX,JFK,-1,19,0
WN,FLL,DAL,29,13,0
WN,FLL,MCI,341,329,0
WN,HOU,JAX,-2,-8,0
WN,HOU,MAF,-2,-14,0
WN,HOU,MCO,0,-8,0
WN,MCI,BOS,1,-4,0
WN,MCO,PVD,-6,-10,0
WN,MDW,PHX,66,47,0
WN,ONT,PHX,0,4,0
WN,PHL,ATL,-200,-200,1
WN,LAS,PHX,8,4,0
WN,RSW,MDW,14,13,0
WN,SAN,SMF,-1,-17,0
WN,STL,TPA,-3,-12,0
AA,DFW,AUS,36,31,0
AA,DFW,ABQ,1,1,0
AA,DFW,LAX,-5,-22,0
AS,LAS,PDX,-7,-9,0
AS,SLC,SEA,8,-2,0
AS,SEA,MSY,15,-33,0
AS,SEA,ABQ,-4,-24,0
B6,SJU,MCO,-7,-17,0
B6,BOS,FLL,-7,0,0
DL,CLT,ATL,-6,-23,0
EV,MLU,IAH,-1,-3,0
EV,DEN,BHM,13,-4,0
EV,TLH,ATL,59,60,0
MQ,DFW,GJT,16,16,0
MQ,DFW,SJT,0,-2,0
MQ,LGA,STL,0,48,0
MQ,DFW,ABI,-5,-6,0
MQ,MAF,DFW,1,-5,0
MQ,DCA,JFK,-200,-200,1
MQ,AEX,DFW,13,12,0
MQ,ORD,CMI,22,31,0
OO,SFO,ONT,0,11,0
OO,SFO,SBA,9,14,0
OO,SFO,SMF,35,35,0
OO,SEA,OMA,161,153,0
OO,SFO,OKC,1,7,0
OO,SFO,MCI,3,1,0
OO,LAX,SLC,17,7,0
OO,SFO,MSP,15,21,0
UA,BOS,SFO,12,8,0
DL,RSW,ATL,-2,-9,0
DL,ATL,MSP,17,16,0
EV,BTR,DFW,-11,-16,0
HA,OGG,HNL,0,8,0
OO,BOI,SFO,75,53,0
B6,BOS,JFK,-1,2,0
B6,LGA,FLL,19,57,0
DL,AUS,ATL,-5,-17,0
EV,OKC,IAH,0,-2,0
MQ,EYW,MIA,-11,-24,0
NK,MCO,ACY,9,8,0
OO,SFO,SNA,-200,-200,1
UA,SFO,LAX,6,-10,0
EV,PIA,DTW,20,3,0
F9,DEN,CLE,-2,-3,0
OO,PHX,SEA,-4,-6,0
OO,SFO,SAT,29,38,0
MQ,LIT,ORD,5,6,0
NK,ORD,ATL,28,27,0
EV,TUL,IAH,15,3,0
UA,SFO,ATL,45,39,0
UA,SFO,ORD,2,-17,0
US,DCA,CLT,40,69,0
VX,LAX,ORD,3,12,0
VX,LAS,LAX,-6,-10,0
WN,BWI,RSW,139,157,0
WN,CLT,HOU,69,64,0
WN,DEN,MDW,6,-6,0
WN,HOU,EWR,-4,-17,0
WN,HOU,FLL,10,-1,0
WN,HOU,TPA,-1,-2,0
WN,MCI,MSP,25,28,0
WN,MSY,BNA,3,-1,0
WN,OAK,BUR,-1,2,0
WN,OAK,ONT,0,-7,0
WN,OAK,SAN,-4,1,0
WN,OAK,SNA,0,6,0
WN,ONT,SMF,-3,-18,0
WN,PBI,BWI,32,32,0
WN,AUS,FLL,36,23,0
WN,LAS,BHM,42,44,0
WN,LAS,MDW,1,-1,0
WN,PHX,SEA,8,-14,0
WN,PHX,TUL,8,11,0
WN,SAN,MDW,12,15,0
WN,TPA,SJU,0,5,0
WN,TUS,SAN,-1,-10,0
AA,DFW,TUL,-4,-6,0
AA,DFW,MSP,0,-1,0
B6,PBI,LGA,13,33,0
B6,BOS,PBI,10,21,0
DL,BNA,ATL,-2,-3,0
DL,RSW,CVG,-7,-10,0
DL,DEN,ATL,-2,-19,0
DL,DTW,MCO,-2,-21,0
DL,DFW,ATL,-1,-11,0
DL,ATL,LGA,88,139,0
AA,TUL,DFW,-13,-24,0
F9,DEN,STL,-6,-11,0
MQ,DTW,ORD,-200,-200,1
MQ,GRK,DFW,27,28,0
NK,LAX,ORD,36,36,0
OO,DCA,ORD,-200,-200,1
OO,SFO,RNO,-8,9,0
OO,LAX,FAT,6,-6,0
OO,SFO,TUS,-1,30,0
AA,SAT,DFW,-10,-7,0
B6,CLT,JFK,4,-1,0
DL,MEM,ATL,-3,3,0
MQ,SGF,DFW,6,6,0
NK,BOS,RSW,-2,1,0
HA,LIH,HNL,0,-1,0
MQ,TYR,DFW,1,-3,0
B6,BOS,SAV,-10,2,0
DL,ATL,JAN,0,-17,0
DL,ATL,CHS,-3,-8,0
DL,MCO,LGA,16,62,0
DL,ATL,VPS,8,-4,0
EV,MAF,IAH,-6,-6,0
OO,ATL,CID,52,72,0
UA,SFO,SAN,3,10,0
UA,SFO,JFK,114,96,0
UA,LAX,ORD,15,13,0
UA,SFO,IAH,21,26,0
US,JAX,PHL,28,56,0
US,PHX,SMF,-2,-14,0
US,PHX,OAK,10,-1,0
VX,SEA,SFO,-4,-25,0
VX,DAL,LGA,-6,-3,0
WN,DAL,PHX,3,-15,0
WN,DEN,LAX,14,-5,0
WN,ELP,HOU,0,4,0
WN,HOU,MSY,-2,-12,0
WN,HOU,PIT,-1,-2,0
WN,LAX,OAK,57,44,0
WN,MCO,MSY,42,30,0
WN,MDW,DCA,-200,-200,1
WN,OAK,LAX,1,2,0
WN,OAK,PDX,1,-9,0
WN,OMA,MDW,18,4,0
WN,ATL,JAX,-2,-26,0
WN,BWI,BOS,-200,-200,1
WN,BWI,FLL,149,164,0
WN,IND,PHX,15,-12,0
WN,LAS,AUS,-9,-5,0
WN,LAS,BUR,-5,-8,0
WN,LAS,LBB,1,7,0
WN,LAS,MSY,-4,-5,0
WN,SFO,SNA,1,1,0
WN,SNA,OAK,-4,-15,0
WN,TPA,CMH,15,21,0
WN,TPA,PVD,17,12,0
AA,DFW,LGA,4,-6,0
AA,ORD,AUS,-2,-14,0
AA,DFW,TUS,-3,-14,0
AA,ORD,MCO,42,25,0
AA,DFW,SEA,4,-2,0
AS,LAS,SEA,-1,-11,0
B6,MCO,BOS,0,-14,0
B6,BDL,TPA,117,,0
DL,ATL,DCA,-3,93,0
DL,ATL,SEA,10,-12,0
DL,JFK,FLL,27,52,0
DL,ATL,ORD,-3,-2,0
DL,ATL,HNL,0,-23,0
DL,ATL,TUL,-3,-22,0
DL,ATL,DTW,0,-12,0
DL,ATL,SFO,0,-29,0
DL,FLL,ATL,-3,-23,0
DL,ATL,MEM,-1,-12,0
DL,ATL,BTR,-5,-22,0
EV,ORD,DAY,36,21,0
EV,OMA,ATL,2,-12,0
F9,MIA,ORD,-4,43,0
F9,DEN,MKE,1,0,0
MQ,DFW,ACT,-3,4,0
MQ,BNA,ORD,0,3,0
MQ,BHM,DFW,33,15,0
MQ,ORD,COU,12,48,0
NK,LGA,FLL,11,49,0
OO,SDF,ORD,54,56,0
OO,PHX,SFO,3,-21,0
EV,LBB,IAH,4,12,0
OO,SFO,SUN,-7,-8,0
HA,KOA,HNL,-5,-9,0
OO,SLC,ORD,4,0,0
UA,DEN,TPA,-2,-16,0
AA,RDU,DFW,-3,-12,0
AA,ORD,DFW,20,17,0
DL,LAS,SLC,-6,-12,0
HA,HNL,KOA,-5,-3,0
OO,SFO,ABQ,14,32,0
AA,SFO,DFW,-7,2,0
DL,ATL,SAN,-1,-49,0
EV,DFW,IAH,-3,-16,0
EV,HRL,IAH,-14,-20,0
NK,DTW,TPA,-3,-8,0
OO,DLH,ORD,95,76,0
US,PHX,SJC,-2,-20,0
US,SLC,PHX,4,0,0
B6,JFK,BUF,-4,27,0
DL,ATL,ELP,15,-15,0
MQ,TYS,DFW,54,43,0
MQ,CVG,DFW,13,8,0
OO,SFO,PSP,-5,4,0
UA,EWR,PBI,34,58,0
UA,SFO,PDX,11,20,0
UA,SLC,IAH,27,19,0
UA,SEA,ORD,-6,-36,0
UA,MSY,IAH,6,1,0
US,MEM,CLT,2,-3,0
US,ORD,PHX,148,128,0
US,MCO,PHX,-1,-5,0
US,ATL,PHL,37,112,0
WN,DEN,LGA,148,128,0
WN,FLL,BWI,55,52,0
WN,LAX,HOU,1,11,0
WN,LAX,MCI,26,28,0
WN,MCO,PIT,-3,-4,0
WN,BWI,DAL,127,153,0
WN,LAS,AMA,14,12,0
WN,PHX,PIT,32,48,0
WN,PIT,BNA,67,68,0
WN,SAT,DAL,-3,-4,0
WN,SEA,PHX,-9,-23,0
WN,SMF,SAN,18,16,0
AA,DFW,HNL,77,,0
AA,DFW,MCI,-4,-14,0
AA,LGA,MIA,26,51,0
AA,MIA,DFW,13,-6,0
AA,JFK,MIA,17,45,0
AA,DFW,MIA,128,129,0
AA,SAN,DFW,3,11,0
AS,SEA,SAN,-7,4,0
AA,DFW,BNA,20,17,0
B6,PWM,JFK,8,8,0
DL,DEN,JFK,37,30,0
DL,ATL,MSY,-1,-17,0
DL,ATL,MCO,2,-10,0
EV,DFW,BRO,0,-5,0
EV,MFE,IAH,-13,-13,0
EV,CRP,IAH,-4,-9,0
EV,DHN,ATL,-5,-8,0
EV,ROA,ATL,2,-2,0
MQ,DFW,VPS,-1,5,0
MQ,ORD,BIS,-2,40,0
MQ,CMH,LGA,-200,-200,1
MQ,DFW,CRP,-2,8,0
UA,ORD,DEN,15,16,0
UA,LAX,DEN,11,4,0
EV,ATL,MOB,130,116,0
EV,ATL,GSO,-6,-17,0
UA,ORD,IAH,46,15,0
UA,SFO,DEN,18,15,0
AA,TPA,DFW,31,33,0
DL,ATL,SLC,-4,-23,0
MQ,MEM,ORD,-1,-8,0
EV,DEN,HSV,9,1,0
MQ,FWA,ORD,11,13,0
OO,TUS,SLC,-4,-18,0
OO,CVG,ORD,-8,-3,0
US,MSY,CLT,-3,2,0
AA,LAS,DFW,0,7,0
AA,MKE,DFW,108,73,0
DL,SAT,ATL,-2,-14,0
EV,COS,DEN,-7,5,0
HA,HNL,LIH,-9,-12,0
MQ,LRD,DFW,11,1,0
UA,SEA,DEN,16,5,0
DL,JFK,TPA,298,324,0
DL,LGA,BOS,1,110,0
DL,LGA,ATL,-2,32,0
EV,EWR,ROC,-200,-200,1
EV,EWR,MKE,-200,-200,1
EV,EWR,JAX,14,51,0
OO,SLC,DEN,-1,-3,0
OO,TUS,LAX,7,-3,0
UA,SFO,EWR,33,14,0
UA,ORD,LGA,3,23,0
UA,LAS,SFO,176,172,0
UA,CLE,EWR,-5,-8,0
UA,LGA,ORD,-200,-200,1
UA,EWR,LAS,32,53,0
US,BOS,DCA,142,169,0
US,LGA,BOS,-3,10,0
US,BOS,LGA,107,176,0
US,DCA,LGA,-200,-200,1
US,LGA,DCA,-200,-200,1
US,SFO,PHL,-5,-4,0
US,PHX,IND,-2,-4,0
US,MSP,PHL,69,76,0
US,ORF,CLT,0,-12,0
WN,BWI,RDU,128,158,0
WN,CHS,MDW,85,100,0
WN,DAL,ELP,-2,-10,0
WN,DAL,HOU,-2,-9,0
WN,DAL,MSY,-3,-9,0
WN,DAL,SNA,-2,-38,0
WN,DCA,DAL,-200,-200,1
WN,DCA,TPA,12,31,0
WN,DEN,HOU,139,127,0
WN,DTW,ATL,166,144,0
WN,FLL,PVD,16,43,0
WN,HOU,DAL,-5,-13,0
WN,LAX,SJC,-200,-200,1
WN,MCO,MDW,-1,-3,0
WN,MDW,ICT,30,23,0
WN,MDW,STL,29,15,0
WN,MSP,STL,53,35,0
WN,MSY,DAL,-7,-15,0
WN,MSY,HOU,-4,-14,0
WN,OAK,AUS,9,7,0
WN,ONT,OAK,6,-5,0
WN,PHX,LAS,1,-7,0
WN,PHX,LAX,-200,-200,1
WN,ATL,BWI,-200,-200,1
WN,PHX,SDF,31,42,0
WN,RNO,LAS,-3,3,0
WN,SDF,MCO,118,109,0
WN,SNA,PHX,5,3,0
WN,STL,MDW,14,8,0
WN,TPA,BNA,23,23,0
WN,TPA,IND,47,46,0
AA,JFK,LAX,-3,23,0
AA,DTW,PHX,44,74,0
AA,DFW,SAT,-1,-5,0
AS,WRG,PSG,158,162,0
AS,BUR,SEA,-6,-15,0
AS,BLI,OGG,-11,-9,0
B6,LAX,JFK,-4,-8,0
B6,DCA,TPA,203,223,0
B6,LGB,LAS,37,35,0
B6,BOS,MCO,-2,-16,0
B6,DCA,BOS,200,226,0
DL,LAS,JFK,-10,84,0
DL,PBI,ATL,-2,-10,0
DL,ATL,JAX,5,-2,0
DL,LGA,DTW,3,70,0
DL,LGA,FLL,-6,25,0
DL,BOS,LGA,-2,-9,0
DL,DCA,ATL,149,138,0
DL,ATL,RSW,16,-3,0
DL,ATL,PIT,-4,-14,0
DL,SLC,RNO,17,9,0
DL,ATL,SAT,3,-27,0
DL,BOS,ATL,-4,-15,0
DL,ATL,FLL,18,5,0
DL,ATL,PBI,4,-8,0
DL,ATL,DFW,-3,-21,0
DL,LGA,MIA,8,110,0
DL,HSV,ATL,-5,-8,0
DL,ATL,LAS,0,-22,0
AA,MCO,JFK,-8,2,0
EV,DFW,SHV,273,292,0
EV,GSP,EWR,-10,-11,0
EV,BTV,ORD,65,62,0
EV,LGA,CLE,-9,4,0
EV,EWR,DTW,132,134,0
MQ,ORD,SDF,25,26,0
MQ,ORD,MHK,56,49,0
MQ,SAF,DFW,7,24,0
MQ,LGA,CMH,-200,-200,1
MQ,DFW,GRK,0,8,0
MQ,DSM,ORD,45,40,0
MQ,DFW,CVG,-7,-1,0
OO,PHX,YUM,102,97,0
OO,SLC,BIL,-5,-6,0
OO,SLC,GTF,0,2,0
OO,PHX,SBP,-3,1,0
OO,ICT,ORD,42,33,0
OO,SLC,JAC,-4,-9,0
OO,SLC,MSO,-3,10,0
OO,ORD,DCA,15,49,0
AA,LGA,DFW,18,19,0
B6,SAV,JFK,-3,-5,0
EV,GRR,ORD,34,59,0
EV,MDW,MSP,12,10,0
MQ,BMI,ORD,275,289,0
OO,SLC,PSP,-3,-13,0
OO,SLC,HLN,10,45,0
AA,SNA,DFW,-10,-10,0
AA,AUS,ORD,-1,-13,0
DL,ATL,PNS,0,-6,0
B6,SRQ,JFK,-1,5,0
EV,CLE,LGA,153,148,0
OO,SLC,CNY,-2,-11,0
AA,OMA,DFW,-1,11,0
DL,ATL,PHX,12,-20,0
EV,DEN,LBB,3,-5,0
MQ,AMA,DFW,-1,-1,0
NK,ORD,LAX,102,101,0
OO,RNO,SFO,-6,-23,0
AA,MCI,DFW,-10,-14,0
AA,BOS,MIA,-5,-12,0
B6,PBI,EWR,33,45,0
EV,BPT,DFW,73,72,0
EV,STL,ORD,2,-6,0
MQ,MGM,DFW,-7,-10,0
OO,LAX,SAN,-5,-12,0
UA,MIA,EWR,0,7,0
US,BOS,CLT,-6,-13,0
US,CLT,EWR,1,-1,0
US,PHX,CLT,2,16,0
WN,DCA,RSW,-200,-200,1
WN,FLL,MSY,7,-4,0
WN,HOU,IND,48,45,0
WN,LAX,SFO,-4,-24,0
WN,MCO,BUF,-3,-3,0
WN,MCO,MHT,-8,-12,0
WN,MSP,MDW,113,90,0
WN,BWI,ATL,-200,-200,1
WN,SEA,SAN,5,-1,0
WN,SJC,PHX,2,4,0
WN,SMF,DEN,18,23,0
AA,DFW,CLT,10,8,0
AA,AUS,DFW,-8,-7,0
AA,LAX,AUS,-7,-11,0
AA,ATL,DFW,-4,-8,0
AA,MIA,SJU,11,4,0
DL,ATL,IAD,13,5,0
DL,ATL,TLH,27,17,0
DL,FLL,LGA,-5,42,0
DL,ATL,ECP,-3,-12,0
DL,MSP,PHX,5,-19,0
DL,LAX,HNL,1,2,0
DL,PHX,DTW,2,-3,0
B6,PIT,BOS,-4,22,0
EV,RDU,LGA,10,86,0
EV,PVD,DTW,17,16,0
EV,PHF,ATL,-5,-4,0
EV,LGA,CLE,7,59,0
F9,TTN,RSW,79,89,0
MQ,DFW,JAN,-2,5,0
MQ,DFW,LFT,0,8,0
OO,DEN,SGU,15,9,0
OO,SLC,IDA,-4,-7,0
OO,DEN,GCC,7,7,0
OO,DEN,SJC,14,-3,0
OO,DEN,CPR,98,97,0
OO,DEN,EUG,2,-16,0
OO,DEN,IDA,26,17,0
UA,PHX,IAH,1,4,0
UA,TPA,ORD,-5,9,0
DL,ATL,BNA,-1,-13,0
EV,VLD,ATL,-2,1,0
EV,DEN,GUC,36,17,0
MQ,RIC,ORD,-2,26,0
OO,SLC,VEL,-4,-15,0
OO,SLC,FAT,2,0,0
UA,DEN,CLE,6,-13,0
UA,DEN,SMF,38,17,0
UA,SNA,DEN,2,1,0
AA,MSY,MIA,-6,-11,0
DL,ATL,OMA,-1,-9,0
NK,ORD,DEN,103,129,0
OO,SLC,PIH,28,40,0
OO,SLC,PSC,1,-11,0
EV,ATL,BQK,-4,-11,0
NK,LAS,PHL,36,18,0
OO,SFO,BFL,-8,-7,0
UA,ORD,MCO,36,17,0
AA,HOU,DFW,-15,-29,0
B6,ORD,SJU,-3,-22,0
OO,DEN,PSP,7,-10,0
OO,SLC,CPR,-5,-18,0
UA,DEN,EWR,47,31,0
UA,DEN,IAD,16,-12,0
UA,DEN,BIL,6,13,0
UA,LAX,IAD,10,1,0
US,PHX,SLC,39,32,0
US,DEN,PHL,-3,48,0
US,PHX,LAS,-2,-2,0
US,DFW,PHL,72,67,0
US,LAS,PHL,-3,-13,0
VX,SFO,LAX,-5,5,0
WN,DEN,CAK,33,18,0
WN,HOU,MDW,13,33,0
WN,LAX,ABQ,9,19,0
WN,LBB,LAS,-5,-21,0
WN,MCO,CAK,46,48,0
WN,MKE,LGA,160,158,0
WN,OAK,SEA,22,7,0
WN,PDX,SMF,-2,-2,0
WN,PHX,CLE,-1,10,0
WN,ABQ,LAX,-2,-23,0
WN,ATL,PIT,-2,-14,0
WN,BNA,DCA,-200,-200,1
WN,BUF,BWI,172,171,0
